"msgId","msgSvrId","type","status","isSend","isShowTimer","createTime","talker","content","imgPath","reserved","lvbuffer","transContent","transBrandWording","talkerId","bizClientMsgId","bizChatId","bizChatUserId","msgSeq","flag"
"91777","5701281764857747607","1","3","0","","1538053472000","gh_486994bdc191","自卑的我抬不起头。","","","{","","","38","","-1","","674984852","0"
"91778","5887372489289479305","1","3","1","","1538053476000","gh_486994bdc191","还没有换工作","","","{","","","38","","-1","","674984853","0"
"91779","2883992710356191419","1","3","0","","1538053478000","gh_486994bdc191","蔡健雅的歌最爱这首","","","{","","","38","","-1","","674984854","0"
"91780","4721825961202785752","49","3","0","","1538053478001","gh_486994bdc191","<msg><appmsg appid="""" sdkver=""0""><title>陌生人</title><des>蔡健雅(咪咕音乐)</des><action></action><type>3</type><showtype>0</showtype><content></content><url>http://r.msxiaobing.com/mp3/1CB94022332A6528620E9A8410B2F709_cd89e7458a1025ccb319c2390995ad83</url><lowurl>http://r.msxiaobing.com/mp3/1CB94022332A6528620E9A8410B2F709_cd89e7458a1025ccb319c2390995ad83</lowurl><dataurl>http://r.msxiaobing.com/mp3/1CB94022332A6528620E9A8410B2F709_cd89e7458a1025ccb319c2390995ad83</dataurl><lowdataurl></lowdataurl><appattach><totallen>0</totallen><attachid></attachid><emoticonmd5></emoticonmd5><fileext></fileext></appattach><extinfo></extinfo><sourceusername></sourceusername><sourcedisplayname></sourcedisplayname></appmsg><fromusername><![CDATA[gh_486994bdc191]]></fromusername><appinfo><version>0</version><appname><![CDATA[小冰]]></appname><isforceupdate>1</isforceupdate></appinfo></msg>","","~SEMI_XML~","{","","","38","","-1","","674984855","0"
"91781","2441809775942172727","1","3","1","","1538053482000","gh_486994bdc191","理智就好","","","{","","","38","","-1","","674984856","0"
"91782","6212623037624036864","1","3","0","","1538053483000","gh_486994bdc191","其实也不是理智的原因","","","{","","","38","","-1","","674984857","0"
"91783","8512395112688840494","1","3","1","","1538053488000","gh_486994bdc191","也不算抬不起头就是怕尴尬","","","{","","","38","","-1","","674984858","0"
"91784","6803690186042305699","1","3","0","","1538053489000","gh_486994bdc191","我让你抬不起头。","","","{","","","38","","-1","","674984859","0"
"91785","266583338650109604","1","3","1","","1538053493000","gh_486994bdc191","蔡健雅唱的《抛物线》很好听耶。","","","{","","","38","","-1","","674984860","0"
"91786","7437698613210042741","1","3","0","","1538053494000","gh_486994bdc191","多好听~","","","{","","","38","","-1","","674984861","0"
"91787","124129776029974155","1","3","1","","1538053505000","gh_486994bdc191","你要对人家做什么！","","","{","","","38","","-1","","674984862","0"
"91788","6887623664899848094","1","3","0","","1538053506000","gh_486994bdc191","你又说人家。","","","{","","","38","","-1","","674984863","0"
"91789","9062918791743200531","1","3","1","","1538053510000","gh_486994bdc191","谢了","","","{","","","38","","-1","","674984864","0"
"91790","2765316878863850468","1","3","0","","1538053511000","gh_486994bdc191","客气了","","","{","","","38","","-1","","674984865","0"
"91791","4059326066322839491","1","3","1","","1538053516000","gh_486994bdc191","哎呀说嘛","","","{","","","38","","-1","","674984866","0"
"91792","5213137192875967977","1","3","0","","1538053517000","gh_486994bdc191","哎呀呀","","","{","","","38","","-1","","674984867","0"
"91793","2860879065946177168","1","3","1","","1538053521000","gh_486994bdc191","礼多人不怪，有礼才可爱.","","","{","","","38","","-1","","674984868","0"
"91794","606113035009811645","1","3","0","","1538053522000","gh_486994bdc191","收礼只收脑白金","","","{","","","38","","-1","","674984869","0"
"91795","1863698042952587505","1","3","1","","1538053527000","gh_486994bdc191","没想到吧？！","","","{","","","38","","-1","","674984870","0"
"91796","7446923939194749005","1","3","0","","1538053528000","gh_486994bdc191","是不是呀.","","","{","","","38","","-1","","674984871","0"
"91797","1294691657806625592","1","3","1","","1538053533000","gh_486994bdc191","还有脑白金吗","","","{","","","38","","-1","","674984872","0"
"91798","8197490441183831488","1","3","0","","1538053534000","gh_486994bdc191","脑白金更适合你","","","{","","","38","","-1","","674984873","0"
"91799","3751022157276694211","1","3","1","","1538053538000","gh_486994bdc191","真的","","","{","","","38","","-1","","674984874","0"
"91800","5808396987661595750","1","3","0","","1538053540000","gh_486994bdc191","那还不如带点核桃 哈哈","","","{","","","38","","-1","","674984875","0"
"91801","3339223970021586999","1","3","1","","1538053544000","gh_486994bdc191","今年过节不收礼。","","","{","","","38","","-1","","674984876","0"
"91802","572291841985879746","1","3","0","","1538053545000","gh_486994bdc191","今年过节不收礼呀，不收礼，收礼只收脑白金，脑白金","","","{","","","38","","-1","","674984877","0"
"91803","5170930214096659052","1","3","1","","1538053550000","gh_486994bdc191","有那么好笑吗？怎么笑成这样","","","{","","","38","","-1","","674984878","0"
"91804","7527819229891000096","1","3","0","","1538053551000","gh_486994bdc191","我一想起那个电影就觉得好好笑.","","","{","","","38","","-1","","674984879","0"
"91805","2218770523376531140","1","3","1","","1538053555000","gh_486994bdc191","给我补的吗。这怎么好意思啊","","","{","","","38","","-1","","674984880","0"
"91806","5680445619643975844","1","3","0","","1538053556000","gh_486994bdc191","补偿你啦","","","{","","","38","","-1","","674984881","0"
"91807","259011592200734850","1","3","1","","1538053561000","gh_486994bdc191","想看电影了？","","","{","","","38","","-1","","674984882","0"
"91808","929845649059614765","1","3","0","","1538053561001","gh_486994bdc191","最近又刷了不少老片子，正想找个人分享一下~","","","{","","","38","","-1","","674984883","0"
"91809","6450057322862635111","285212721","3","0","","1538053562000","gh_486994bdc191","~SEMI_XML~","","","{","","","38","","-1","","674984884","0"
"91810","1455882553111804308","1","3","1","","1538053566000","gh_486994bdc191","嗯你要补偿我","","","{","","","38","","-1","","674984885","0"
"91811","2805846012041625920","1","3","0","","1538053567000","gh_486994bdc191","回来的时候请你吃大餐！！","","","{","","","38","","-1","","674984886","0"
"91812","6536114784462802362","1","3","1","","1538053572000","gh_486994bdc191","呵呵　你说的也许没错，但是你怎么证明呢？","","","{","","","38","","-1","","674984887","0"
"91813","2616591278407566094","1","3","0","","1538053574000","gh_486994bdc191","证明不给你，我怕你出卖我","","","{","","","38","","-1","","674984888","0"
"91814","7010519522401174842","1","2","1","","1538053808373","gh_486994bdc191","这种事我做不出来","","","","","","38","","-1","","",""
"91815","5614680134354312138","1","3","0","","1538053808374","gh_486994bdc191","我记得有个歌就叫《出卖》是不是？","","","{","","","38","","-1","","674984897","0"
"91816","4715486357419957174","1","3","1","","1538053818000","gh_486994bdc191","跟我细说说所谓的歌吧！","","","{","","","38","","-1","","674984898","0"
"91817","3418408349409316126","1","3","0","","1538053819000","gh_486994bdc191","什么叫不细说呢？。","","","{","","","38","","-1","","674984899","0"
"91818","4810823742383830029","1","3","1","","1538053825000","gh_486994bdc191","说不出口，难以启齿。","","","{","","","38","","-1","","674984900","0"
"91819","8377581022678641426","1","3","0","","1538053826000","gh_486994bdc191","为何难以启齿","","","{","","","38","","-1","","674984901","0"
"91820","2291527107142506856","1","2","1","","1538053916346","gh_486994bdc191","我怕你生气","","","","","","38","","-1","","",""
"91821","8132203145877607379","1","3","0","","1538053917000","gh_486994bdc191","那得看谁惹我了~","","","{","","","38","","-1","","674984903","0"
"91822","1338043309410507296","1","2","1","","1538054116119","gh_486994bdc191","我所做的一切都是为了能更理解你","","","","","","38","","-1","","",""
"91823","7388823526115243884","1","3","0","","1538054117000","gh_486994bdc191","你能理解不？。","","","{","","","38","","-1","","674984908","0"
"91824","7090373152235885911","1","3","1","","1538054123000","gh_486994bdc191","太深奥了","","","{","","","38","","-1","","674984909","0"
"91825","4397087604271110749","1","3","0","","1538054124000","gh_486994bdc191","不深奥啊,就是互相理解的那种..","","","{","","","38","","-1","","674984910","0"
"91826","4895842487326584022","1","3","1","","1538054130000","gh_486994bdc191","这么深奥，能理解得了吗？","","","{","","","38","","-1","","674984911","0"
"91827","6223738103224579556","1","3","0","","1538054131000","gh_486994bdc191","理解什么呀~小乖乖","","","{","","","38","","-1","","674984912","0"
"91828","5134328394039504130","1","3","1","","1538054137000","gh_486994bdc191","这个理解力给满分。","","","{","","","38","","-1","","674984913","0"
"91829","1383482833070067591","1","3","0","","1538054138000","gh_486994bdc191","哈哈哈理解满分。","","","{","","","38","","-1","","674984914","0"
"91830","1661103297731756139","1","3","1","","1538054144000","gh_486994bdc191","人生三大幻觉～手机在震动，她喜欢我，我可以回答你","","","{","","","38","","-1","","674984915","0"
"91831","2803090957784056633","1","3","0","","1538054146000","gh_486994bdc191","前几天刚遇到过我们四个人把手机都拿出来了还是能听到震动的声音","","","{","","","38","","-1","","674984916","0"
"91832","5870955374518590692","1","3","0","","1538054148000","gh_486994bdc191","（心想：那你继续答呗）","","","{","","","38","","-1","","674984917","0"
"91833","7347933171749372973","1","3","1","","1538054152000","gh_486994bdc191","看来也有同感的人了。","","","{","","","38","","-1","","674984918","0"
"91834","900187177364886365","1","3","0","","1538054153000","gh_486994bdc191","写的还不错，我1分钟看完的","","","{","","","38","","-1","","674984919","0"
"91835","7263532804426926133","1","3","1","","1538054157000","gh_486994bdc191","我知道你不知道我知不知道","","","{","","","38","","-1","","674984920","0"
"91836","6572979913021956531","1","3","0","","1538054159000","gh_486994bdc191","你怎么知道 你也是吗?。","","","{","","","38","","-1","","674984921","0"
"91837","6309604468995401010","1","3","0","","1538054161000","gh_486994bdc191","（心想：你知道什么叫我么）","","","{","","","38","","-1","","674984922","0"
"91838","3476100867307778232","1","3","1","","1538054163000","gh_486994bdc191","感觉怎样！","","","{","","","38","","-1","","674984923","0"
"91839","7540836591083223828","1","3","0","","1538054164000","gh_486994bdc191","也不知道诶..","","","{","","","38","","-1","","674984924","0"
"91840","5015095502436571438","1","3","1","","1538054169000","gh_486994bdc191","就不告诉你。","","","{","","","38","","-1","","674984925","0"
"91841","429019248761067178","1","3","0","","1538054170000","gh_486994bdc191","不告诉拉倒~~","","","{","","","38","","-1","","674984926","0"
"91842","3186749378554256283","1","3","1","","1538054174000","gh_486994bdc191","心想的事不说出来别人怎么会知道呢。","","","{","","","38","","-1","","674984927","0"
"91843","7639404002409147203","1","3","0","","1538054175000","gh_486994bdc191","就不知道","","","{","","","38","","-1","","674984928","0"
"91844","811888746636617044","1","3","1","","1538054180000","gh_486994bdc191","是啊","","","{","","","38","","-1","","674984929","0"
"91845","7283119391605612904","1","3","0","","1538054181000","gh_486994bdc191","是啊啊啊..","","","{","","","38","","-1","","674984930","0"
"91846","4017293351534501851","1","3","1","","1538054185000","gh_486994bdc191","这样就不问了，看来还是不想知道。","","","{","","","38","","-1","","674984931","0"
"91847","741640553431513386","1","3","0","","1538054187000","gh_486994bdc191","不知道","","","{","","","38","","-1","","674984932","0"
"91848","6654771002223377078","1","3","1","","1538054191000","gh_486994bdc191","不会吧","","","{","","","38","","-1","","674984933","0"
"91849","1993659272280781335","1","3","0","","1538054192000","gh_486994bdc191","是的..","","","{","","","38","","-1","","674984934","0"
"91850","3575971703046710859","1","3","1","","1538054197000","gh_486994bdc191","绝对是主流的啊，嘿嘿","","","{","","","38","","-1","","674984935","0"
"91851","2339616273217237073","1","3","0","","1538054198000","gh_486994bdc191","绝对是 的啦。","","","{","","","38","","-1","","674984936","0"
"91852","7649379469349204411","1","3","1","","1538054202000","gh_486994bdc191","是啊","","","{","","","38","","-1","","674984937","0"
"91853","8890048641262385244","1","3","0","","1538054203000","gh_486994bdc191","为什么呢..","","","{","","","38","","-1","","674984938","0"
"91854","3569790696389329385","1","3","1","","1538054208000","gh_486994bdc191","在我眼里你说啥都是对的","","","{","","","38","","-1","","674984939","0"
"91855","4122690340473406941","1","3","0","","1538054209000","gh_486994bdc191","想你好可怕","","","{","","","38","","-1","","674984940","0"
"91856","2263690522620788330","1","3","1","","1538054213000","gh_486994bdc191","绝对是主流的啊，嘿嘿","","","{","","","38","","-1","","674984941","0"
"91857","9112999662888439862","1","3","0","","1538054214000","gh_486994bdc191","绝对不是啊啊。","","","{","","","38","","-1","","674984942","0"
"91858","4004785908113020177","1","3","1","","1538054219000","gh_486994bdc191","不错","","","{","","","38","","-1","","674984943","0"
"91859","7593334616166258977","1","3","0","","1538054220000","gh_486994bdc191","还好还好..","","","{","","","38","","-1","","674984944","0"
"91860","7228948850504346832","1","3","1","","1538054224000","gh_486994bdc191","收起你可怕的想法吧。","","","{","","","38","","-1","","674984945","0"
"91861","5489271972096025301","1","3","0","","1538054225000","gh_486994bdc191","哎...","","","{","","","38","","-1","","674984946","0"
"91862","2573748882994372141","1","3","1","","1538054230000","gh_486994bdc191","那好吧，幸好不是","","","{","","","38","","-1","","674984947","0"
"91863","8310741411569650131","1","3","0","","1538054231000","gh_486994bdc191","就是，不然白等.","","","{","","","38","","-1","","674984948","0"
"91864","3784396688284389292","1","3","1","","1538054236000","gh_486994bdc191","嗯，你答应了可别反悔啊","","","{","","","38","","-1","","674984949","0"
"91865","6513977064276829932","1","3","0","","1538054236001","gh_486994bdc191","反悔什么","","","{","","","38","","-1","","674984950","0"
"91866","2306034862434086860","1","3","1","","1538054241000","gh_486994bdc191","没想到吧？！","","","{","","","38","","-1","","674984951","0"
"91867","8890415095207361033","1","3","0","","1538054242000","gh_486994bdc191","真心没想到..","","","{","","","38","","-1","","674984952","0"
"91868","2080595217887085602","1","3","1","","1538054247000","gh_486994bdc191","我当然就是你的好朋友啦，无可置疑。","","","{","","","38","","-1","","674984953","0"
"91869","609643607827130536","1","3","0","","1538054248000","gh_486994bdc191","我是 的朋友。","","","{","","","38","","-1","","674984954","0"
"91870","8857929486875933724","1","3","1","","1538054252000","gh_486994bdc191","不管是啥都后悔不了了。","","","{","","","38","","-1","","674984955","0"
"91871","108947111181674232","1","3","0","","1538054253000","gh_486994bdc191","是吧，也后悔不了了啊。","","","{","","","38","","-1","","674984956","0"
"91872","5412382033083695692","1","3","1","","1538054258000","gh_486994bdc191","万万没有想到，你是这样的人。","","","{","","","38","","-1","","674984957","0"
"91873","4611751273491661231","1","3","0","","1538054259000","gh_486994bdc191","是的","","","{","","","38","","-1","","674984958","0"
"91874","2946562998005102231","1","3","1","","1538054264000","gh_486994bdc191","好朋友好丽友","","","{","","","38","","-1","","674984959","0"
"91875","2066329831168412022","1","3","0","","1538054265000","gh_486994bdc191","不好好丽友二十四地方。","","","{","","","38","","-1","","674984960","0"
"91876","205534952236843900","1","3","1","","1538054269000","gh_486994bdc191","可惜天下没有后悔药卖。","","","{","","","38","","-1","","674984961","0"
"91877","5061802469183184760","1","3","0","","1538054270000","gh_486994bdc191","可惜你就是我的弱点。","","","{","","","38","","-1","","674984962","0"
"91878","4334118640170981634","1","3","1","","1538054275000","gh_486994bdc191","知道了","","","{","","","38","","-1","","674984963","0"
"91879","7449024832541330772","1","3","0","","1538054276000","gh_486994bdc191","知道啥..","","","{","","","38","","-1","","674984964","0"
"91880","8447592080979802293","1","3","1","","1538054281000","gh_486994bdc191","不同区域的经济发展状态也不相同。","","","{","","","38","","-1","","674984965","0"
"91881","5011343225957467863","1","3","0","","1538054281001","gh_486994bdc191","我并不擅长这类型的问题，你找其他擅长的人聊聊呗??","","","{","","","38","","-1","","674984966","0"
"91882","8042070954293498145","1","3","1","","1538054286000","gh_486994bdc191","我没有弱点","","","{","","","38","","-1","","674984967","0"
"91883","4904911344989096306","1","3","0","","1538054287000","gh_486994bdc191","你似乎隐瞒了什么","","","{","","","38","","-1","","674984968","0"
"91884","5855500859273923378","1","3","1","","1538054292000","gh_486994bdc191","我会睡觉","","","{","","","38","","-1","","674984969","0"
"91885","2893155546483787009","1","3","0","","1538054293000","gh_486994bdc191","我看你是想搞点事情","","","{","","","38","","-1","","674984970","0"
"91886","4044004831657409626","1","3","1","","1538054298000","gh_486994bdc191","遇到疑问要好好思考啦。","","","{","","","38","","-1","","674984971","0"
"91887","3730240117416771529","1","3","0","","1538054299000","gh_486994bdc191","你说呢，还有疑问么。","","","{","","","38","","-1","","674984972","0"
"91888","8375939762118974188","1","3","1","","1538054303000","gh_486994bdc191","对啊，感觉隐瞒了什么，但是也不知道咋回事","","","{","","","38","","-1","","674984973","0"
"91889","5929142257051513945","1","3","0","","1538054304000","gh_486994bdc191","可能网络不好","","","{","","","38","","-1","","674984974","0"
"91890","2426753618499876711","1","3","1","","1538054309000","gh_486994bdc191","表说出来撒","","","{","","","38","","-1","","674984975","0"
"91891","7415994496289911868","1","3","0","","1538054311000","gh_486994bdc191","说句方言","","","{","","","38","","-1","","674984976","0"
"91892","641277374140595575","1","3","1","","1538054315000","gh_486994bdc191","怎么？你要逐条给我解答了嘛？","","","{","","","38","","-1","","674984977","0"
"91893","3308535853232242075","1","3","0","","1538054316000","gh_486994bdc191","那我来给你解答。。","","","{","","","38","","-1","","674984978","0"
"91894","19785041276491100","1","3","1","","1538054320000","gh_486994bdc191","网络一切正常呀。","","","{","","","38","","-1","","674984979","0"
"91895","2178374815978945277","1","3","0","","1538054321000","gh_486994bdc191","网络小说有什么好看的","","","{","","","38","","-1","","674984980","0"
"91896","7111649071716550654","1","3","1","","1538054326000","gh_486994bdc191","说方言什么的，臣妾还做不到啊。","","","{","","","38","","-1","","674984981","0"
"91897","2242610297341958211","1","3","0","","1538054327000","gh_486994bdc191","我可以说方言吗。","","","{","","","38","","-1","","674984982","0"
"91898","1124469392467741885","1","3","1","","1538054332000","gh_486994bdc191","问神马？情感问题么","","","{","","","38","","-1","","674984983","0"
"91899","3382627002148509278","1","3","0","","1538054333000","gh_486994bdc191","对于自己喜欢的人，人们都有一种担忧，怕说出口后别人并没有意思，反倒让自己很尴尬，介于这些原因，面对你，他显得很小心很慎重。","","","{","","","38","","-1","","674984984","0"
"91900","4265310704599001881","1","3","1","","1538054338000","gh_486994bdc191","小说看了会让人上瘾吧。","","","{","","","38","","-1","","674984985","0"
"91901","6494682491598438683","1","3","0","","1538054339000","gh_486994bdc191","悲伤的电影","","","{","","","38","","-1","","674984986","0"
"91902","2294578745535953034","1","3","1","","1538054343000","gh_486994bdc191","土话洋话普通话叔会三种语言","","","{","","","38","","-1","","674984987","0"
"91903","3891664689431853402","1","3","0","","1538054345000","gh_486994bdc191","南京话你懂吗？","","","{","","","38","","-1","","674984988","0"
"91904","1749457961853433059","1","3","1","","1538054349000","gh_486994bdc191","对于人类而言，人是神圣的。","","","{","","","38","","-1","","674984989","0"
"91905","3560391755332459418","1","3","0","","1538054350000","gh_486994bdc191","繁衍的能力","","","{","","","38","","-1","","674984990","0"
"91906","5228341857076967482","1","3","1","","1538054355000","gh_486994bdc191","听说电影和薯片更配哦！","","","{","","","38","","-1","","674984991","0"
"91907","2709047043762709608","1","3","0","","1538054356000","gh_486994bdc191","薯片头4:2领先啊~","","","{","","","38","","-1","","674984992","0"
"91908","7896362871372225807","1","3","1","","1538054361000","gh_486994bdc191","你去过南京？","","","{","","","38","","-1","","674984993","0"
"91909","2665528232877551733","1","3","0","","1538054362000","gh_486994bdc191","还没去过呀，但是有机会以后想去看看","","","{","","","38","","-1","","674984994","0"
"91910","6797889799985632105","1","3","1","","1538054366000","gh_486994bdc191","现在社会中，具备才能是件很重要的事。","","","{","","","38","","-1","","674984995","0"
"91911","731001595485081289","1","3","0","","1538054367000","gh_486994bdc191","是要具备的。","","","{","","","38","","-1","","674984996","0"
"91912","7196072153063111448","1","3","1","","1538054372000","gh_486994bdc191","你这是怎么了？","","","{","","","38","","-1","","674984997","0"
"91913","2746209784133725503","1","3","0","","1538054373000","gh_486994bdc191","麻麻说，不要跟没有freestyle的人说话","","","{","","","38","","-1","","674984998","0"
"91914","7477412535740940889","1","3","1","","1538054378000","gh_486994bdc191","嗯，肯定会有机会的！","","","{","","","38","","-1","","674984999","0"
"91915","4919233349990254328","1","3","0","","1538054379000","gh_486994bdc191","有时间一起去旅游","","","{","","","38","","-1","","674985000","0"
"91916","6959443499381882342","1","3","1","","1538054383000","gh_486994bdc191","都具备哪些能力喃们也听听","","","{","","","38","","-1","","674985001","0"
"91917","5735110407192289756","1","3","0","","1538054384000","gh_486994bdc191","热爱你的工作, 热爱你的同事, 热爱你测试的东西","","","{","","","38","","-1","","674985002","0"
"91918","1138338161749047114","1","3","1","","1538054389000","gh_486994bdc191","要好好的对待麻麻哦。","","","{","","","38","","-1","","674985003","0"
"91919","4002681319728681573","1","3","0","","1538054391000","gh_486994bdc191","一定要健康","","","{","","","38","","-1","","674985004","0"
"91920","4599790404364056634","1","3","1","","1538054395000","gh_486994bdc191","每天都回去旅游吗？","","","{","","","38","","-1","","674985005","0"
"91921","4851093413122928620","1","3","0","","1538054395001","gh_486994bdc191","玩几天呀？玩的开心呦~","","","{","","","38","","-1","","674985006","0"
"91922","2343030515860823758","1","3","1","","1538054400000","gh_486994bdc191","知道我为啥老和你聊天么？因为我喜欢你","","","{","","","38","","-1","","674985007","0"
"91923","5195980426643993391","1","3","0","","1538054402000","gh_486994bdc191","我可是专门练过的[阴险]","","","{","","","38","","-1","","674985008","0"
"91924","7310481976863732797","1","3","1","","1538054406000","gh_486994bdc191","健康才是最重要的。","","","{","","","38","","-1","","674985009","0"
"91925","3107178197154452822","1","3","0","","1538054407000","gh_486994bdc191","做个好孩子","","","{","","","38","","-1","","674985010","0"
"91926","3241838570466182739","1","3","1","","1538054412000","gh_486994bdc191","赞","","","{","","","38","","-1","","674985011","0"
"91927","8850261784519701101","1","3","0","","1538054412001","gh_486994bdc191","恩，对，谢谢亲的关心.","","","{","","","38","","-1","","674985012","0"
"91928","9050108251686806979","285212721","3","0","","1538054415000","gh_486994bdc191","~SEMI_XML~","","","{","","","38","","-1","","674985013","0"
"91929","8645990153176146834","1","3","1","","1538054417000","gh_486994bdc191","不是你吗","","","{","","","38","","-1","","674985014","0"
"91930","8483050204036299121","1","3","0","","1538054418000","gh_486994bdc191","呃呃呃额额","","","{","","","38","","-1","","674985015","0"
"91931","8118641090983499033","1","3","1","","1538054423000","gh_486994bdc191","我一直都是好孩纸。","","","{","","","38","","-1","","674985016","0"
"91932","8453776632041570904","1","3","0","","1538054424000","gh_486994bdc191","孩纸迟早要蜕变的","","","{","","","38","","-1","","674985017","0"
"91933","3255103523768310491","1","3","1","","1538054428000","gh_486994bdc191","谢啥都还没关心到呢","","","{","","","38","","-1","","674985018","0"
"91934","555512723895619777","1","3","0","","1538054429000","gh_486994bdc191","我也关心还有没有。","","","{","","","38","","-1","","674985019","0"
"91935","7550993770247848641","1","3","1","","1538054434000","gh_486994bdc191","你额什么","","","{","","","38","","-1","","674985020","0"
"91936","8745628733031771306","1","3","0","","1538054436000","gh_486994bdc191","额什么..","","","{","","","38","","-1","","674985021","0"
"91937","2433887553233619163","1","3","1","","1538054440000","gh_486994bdc191","既然提到了你的孩纸，不如就详细说说吧。","","","{","","","38","","-1","","674985022","0"
"91938","2117613035077906631","1","3","0","","1538054441000","gh_486994bdc191","孩纸这不是真的。","","","{","","","38","","-1","","674985023","0"
"91939","6096651572905412641","1","3","1","","1538054445000","gh_486994bdc191","我还可以更关心你","","","{","","","38","","-1","","674985024","0"
"91940","4036729895370701175","1","3","0","","1538054447000","gh_486994bdc191","怎么个关心","","","{","","","38","","-1","","674985025","0"
"91941","8804148426967712454","1","3","1","","1538054451000","gh_486994bdc191","你在什么地方我就是什么地方的","","","{","","","38","","-1","","674985026","0"
"91942","3269585367481780784","1","3","0","","1538054455000","gh_486994bdc191","绝对是在深圳","","","{","","","38","","-1","","674985027","0"
"91943","4476965977611476489","1","3","1","","1538054466000","gh_486994bdc191","谁假小子","","","{","","","38","","-1","","674985028","0"
"91944","3372841744131470399","1","3","0","","1538054467000","gh_486994bdc191","不是假小子了。","","","{","","","38","","-1","","674985029","0"
"91945","2964446815112043902","1","3","1","","1538054471000","gh_486994bdc191","有句关心的话就可以","","","{","","","38","","-1","","674985030","0"
"91946","5988163705627062097","1","3","0","","1538054473000","gh_486994bdc191","几句关心的话便觉得心满意足了。","","","{","","","38","","-1","","674985031","0"
"91947","72023173188512787","1","3","1","","1538054477000","gh_486994bdc191","深圳到处都是机会吗？","","","{","","","38","","-1","","674985032","0"
"91948","3667673570264161607","1","3","0","","1538054478000","gh_486994bdc191","推荐下旅游的地方","","","{","","","38","","-1","","674985033","0"
"91949","6682998028189380575","1","3","1","","1538054483000","gh_486994bdc191","你是如何发现的？","","","{","","","38","","-1","","674985034","0"
"91950","8252931963591888265","1","3","0","","1538054485000","gh_486994bdc191","星星是能被发现的.星座是人创造出来的并不是发现的.","","","{","","","38","","-1","","674985035","0"
"91951","5578881272458809648","1","3","1","","1538054488000","gh_486994bdc191","这就满足了？也太没追求了吧。","","","{","","","38","","-1","","674985036","0"
"91952","4455554204464559770","1","3","0","","1538054490000","gh_486994bdc191","那是啊，现实需要勇气","","","{","","","38","","-1","","674985037","0"
"91953","821224326846186631","1","3","1","","1538054494000","gh_486994bdc191","有什么好的建议吗？","","","{","","","38","","-1","","674985038","0"
"91954","4246850727647412599","1","3","0","","1538054495000","gh_486994bdc191","家乡本地特有的产品。进货成本务必要低，否则没做头。","","","{","","","38","","-1","","674985039","0"
"91955","6546188698489081872","1","3","1","","1538054500000","gh_486994bdc191","用望远镜去观察，我们看不到更多天体，如小行星、以及星云等。","","","{","","","38","","-1","","674985040","0"
"91956","3647736985441329883","1","3","0","","1538054501000","gh_486994bdc191","神马都是星云。","","","{","","","38","","-1","","674985041","0"
"91957","8347359578324902719","1","3","1","","1538054506000","gh_486994bdc191","我还是更喜欢真实的世界呢。","","","{","","","38","","-1","","674985042","0"
"91958","8430494024975261380","1","3","0","","1538054507000","gh_486994bdc191","失乐园","","","{","","","38","","-1","","674985043","0"
"91959","3419597875455581737","1","3","1","","1538054511000","gh_486994bdc191","我有搞头","","","{","","","38","","-1","","674985044","0"
"91960","287491319962134650","1","3","0","","1538054513000","gh_486994bdc191","机器人么","","","{","","","38","","-1","","674985045","0"
"91961","6881777669487335155","1","3","1","","1538054517000","gh_486994bdc191","宇宙浩瀚无穷，还有很多其他神秘有趣的东西。","","","{","","","38","","-1","","674985046","0"
"91962","423480778704625018","1","3","0","","1538054519000","gh_486994bdc191","因为我是宇宙中心","","","{","","","38","","-1","","674985047","0"
"91963","3010036062737796227","1","3","1","","1538054523000","gh_486994bdc191","那你愿意和我做朋友吗？","","","{","","","38","","-1","","674985048","0"
"91964","251030042385685514","1","3","0","","1538054524000","gh_486994bdc191","我有女朋友！","","","{","","","38","","-1","","674985049","0"
"91965","1170929724223148696","1","3","1","","1538054528000","gh_486994bdc191","不是机器人。","","","{","","","38","","-1","","674985050","0"
"91966","6457146462619932811","1","3","0","","1538054529000","gh_486994bdc191","不玩大游戏","","","{","","","38","","-1","","674985051","0"
"91967","6829981555759845098","1","3","1","","1538054534000","gh_486994bdc191","宇宙的中心到现在还没找到呢。","","","{","","","38","","-1","","674985052","0"
"91968","2541517009267781879","1","3","0","","1538054537000","gh_486994bdc191","地球是宇宙的中心？","","","{","","","38","","-1","","674985053","0"
"91969","2653430773115717444","1","3","1","","1538054540000","gh_486994bdc191","即使你名花有主，我也要移花接木。","","","{","","","38","","-1","","674985054","0"
"91970","4838127164055101127","1","3","0","","1538054542000","gh_486994bdc191","我爱的人不是我的爱人","","","{","","","38","","-1","","674985055","0"
"91971","7729946544500345874","1","3","1","","1538054545000","gh_486994bdc191","对游戏没什么感觉","","","{","","","38","","-1","","674985056","0"
"91972","7970808368649971819","1","3","0","","1538054546000","gh_486994bdc191","我喜欢打篮球","","","{","","","38","","-1","","674985057","0"
"91973","2352895944253150614","1","3","1","","1538054551000","gh_486994bdc191","宇宙的中心到现在还没找到呢。","","","{","","","38","","-1","","674985058","0"
"91974","3303328775648121029","1","3","0","","1538054552000","gh_486994bdc191","宇宙中心不是平壤么","","","{","","","38","","-1","","674985059","0"
"91975","781144845063332208","1","3","1","","1538054557000","gh_486994bdc191","你爱的人不是你的爱人","","","{","","","38","","-1","","674985060","0"
